importKey,postedAt,kind,amount,description,notes,accountImportKey,direction,categoryImportKey,counterparty,sourceAccountImportKey,destinationAccountImportKey
tx-2026-04-07-dinner,2026-04-07T00:00:00.000Z,EXPENSE,10.19,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-07-gelato,2026-04-07T00:00:00.000Z,EXPENSE,6.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-04-08-claude,2026-04-08T00:00:00.000Z,EXPENSE,7.32,Claude,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-04-08-glovo,2026-04-08T00:00:00.000Z,EXPENSE,9.63,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-04-09-carrefour,2026-04-09T00:00:00.000Z,EXPENSE,7.25,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-09-stamp-duty,2026-04-09T00:00:00.000Z,EXPENSE,0.5,Stamp Duty,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-fees-banks,,,
tx-2026-04-09-stamp-duty-2,2026-04-09T00:00:00.000Z,EXPENSE,8.4,Stamp Duty,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-fees-banks,,,
tx-2026-04-10-chatgpt,2026-04-10T00:00:00.000Z,EXPENSE,7.67,ChatGPT,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-04-10-drink,2026-04-10T00:00:00.000Z,EXPENSE,3.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-10-electricity-bill,2026-04-10T00:00:00.000Z,EXPENSE,27.68,Electricity Bill,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-electricity,,,
tx-2026-04-10-google,2026-04-10T00:00:00.000Z,EXPENSE,8.99,Google,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-04-11-dinner,2026-04-11T00:00:00.000Z,EXPENSE,8.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-11-drink,2026-04-11T00:00:00.000Z,EXPENSE,4.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-13-carrefour,2026-04-13T00:00:00.000Z,EXPENSE,8.2,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-14-dinner,2026-04-14T00:00:00.000Z,EXPENSE,13.9,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-15-carrefour,2026-04-15T00:00:00.000Z,EXPENSE,2.77,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-15-dinner,2026-04-15T00:00:00.000Z,EXPENSE,34.8,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-18-aperitivo,2026-04-18T00:00:00.000Z,EXPENSE,25.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-19-dinner,2026-04-19T00:00:00.000Z,EXPENSE,9.8,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-19-gelato,2026-04-19T00:00:00.000Z,EXPENSE,3.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-04-19-pharmacy,2026-04-19T00:00:00.000Z,EXPENSE,11.2,Pharmacy,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-health-medicines,,,
tx-2026-04-20-polimi-run,2026-04-20T00:00:00.000Z,EXPENSE,16.0,Polimi Run,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-health-sport,,,
tx-2026-04-21-carrefour,2026-04-21T00:00:00.000Z,EXPENSE,4.04,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-22-carrefour,2026-04-22T00:00:00.000Z,EXPENSE,40.0,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-23-drink,2026-04-23T00:00:00.000Z,EXPENSE,2.5,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-24-aperitivo,2026-04-24T00:00:00.000Z,EXPENSE,3.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-24-gelato,2026-04-24T00:00:00.000Z,EXPENSE,4.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-04-24-glovo,2026-04-24T00:00:00.000Z,EXPENSE,6.7,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-04-26-carrefour,2026-04-26T00:00:00.000Z,EXPENSE,6.34,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-26-glovo,2026-04-26T00:00:00.000Z,EXPENSE,6.45,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-04-27-internet-bill,2026-04-27T00:00:00.000Z,EXPENSE,7.64,Internet Bill,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-internet,,,
tx-2026-04-28-amazon,2026-04-28T00:00:00.000Z,EXPENSE,9.6,Amazon,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-extra,,,
tx-2026-04-28-lunch,2026-04-28T00:00:00.000Z,EXPENSE,4.65,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-29-carrefour,2026-04-29T00:00:00.000Z,EXPENSE,11.17,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-04-29-lunch,2026-04-29T00:00:00.000Z,EXPENSE,8.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-30-dinner,2026-04-30T00:00:00.000Z,EXPENSE,6.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-30-drink,2026-04-30T00:00:00.000Z,EXPENSE,15.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-01-aperitivo,2026-05-01T00:00:00.000Z,EXPENSE,7.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-01-dinner,2026-05-01T00:00:00.000Z,EXPENSE,58.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-01-drink,2026-05-01T00:00:00.000Z,EXPENSE,7.8,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-01-metro,2026-05-01T00:00:00.000Z,EXPENSE,1.5,Metro,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-05-01-rent,2026-05-01T00:00:00.000Z,EXPENSE,750.0,Rent,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-rent,,,
tx-2026-05-02-apple,2026-05-02T00:00:00.000Z,EXPENSE,2.99,Apple,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-05-02-drink,2026-05-02T00:00:00.000Z,EXPENSE,7.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-02-metro,2026-05-02T00:00:00.000Z,EXPENSE,1.5,Metro,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-05-03-breakfast,2026-05-03T00:00:00.000Z,EXPENSE,5.9,Breakfast,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-03-carrefour,2026-05-03T00:00:00.000Z,EXPENSE,1.81,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-03-dinner,2026-05-03T00:00:00.000Z,EXPENSE,30.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-03-doppleganger,2026-05-03T00:00:00.000Z,EXPENSE,35.29,Doppleganger,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-clothing-needed,,,
tx-2026-05-03-lunch,2026-05-03T00:00:00.000Z,EXPENSE,10.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-03-metro,2026-05-03T00:00:00.000Z,EXPENSE,1.5,Metro,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-05-03-snack,2026-05-03T00:00:00.000Z,EXPENSE,6.5,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-05-04-carrefour,2026-05-04T00:00:00.000Z,EXPENSE,15.99,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-04-coffee,2026-05-04T00:00:00.000Z,EXPENSE,11.62,Coffee,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-05-04-metro,2026-05-04T00:00:00.000Z,EXPENSE,1.5,Metro,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-05-05-carrefour,2026-05-05T00:00:00.000Z,EXPENSE,6.8,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-07-carrefour,2026-05-07T00:00:00.000Z,EXPENSE,3.26,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-07-snack,2026-05-07T00:00:00.000Z,EXPENSE,2.9,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-05-08-carrefour,2026-05-08T00:00:00.000Z,EXPENSE,70.19,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-08-claude,2026-05-08T00:00:00.000Z,EXPENSE,7.32,Claude,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-05-08-dinner,2026-05-08T00:00:00.000Z,EXPENSE,21.9,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-08-drink,2026-05-08T00:00:00.000Z,EXPENSE,15.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-08-gelato,2026-05-08T00:00:00.000Z,EXPENSE,4.8,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-05-10-aperitivo,2026-05-10T00:00:00.000Z,EXPENSE,10.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-10-chatgpt,2026-05-10T00:00:00.000Z,EXPENSE,7.666666667,ChatGPT,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-05-10-dinner,2026-05-10T00:00:00.000Z,EXPENSE,18.9,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-10-electricity-bill,2026-05-10T00:00:00.000Z,EXPENSE,22.45,Electricity Bill,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-electricity,,,
tx-2026-05-10-gelato,2026-05-10T00:00:00.000Z,EXPENSE,4.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-05-10-google,2026-05-10T00:00:00.000Z,EXPENSE,8.99,Google,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-05-14-deliveroo,2026-05-14T00:00:00.000Z,EXPENSE,9.99,Deliveroo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-05-15-drink,2026-05-15T00:00:00.000Z,EXPENSE,3.5,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-15-drink-2,2026-05-15T00:00:00.000Z,EXPENSE,6.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-16-dinner,2026-05-16T00:00:00.000Z,EXPENSE,50.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-16-trenitalia,2026-05-16T00:00:00.000Z,EXPENSE,2.8,Trenitalia,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-train,,,
tx-2026-05-17-aperitivo,2026-05-17T00:00:00.000Z,EXPENSE,6.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-05-17-dinner,2026-05-17T00:00:00.000Z,EXPENSE,49.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-17-snack,2026-05-17T00:00:00.000Z,EXPENSE,7.5,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-05-18-breakfast,2026-05-18T00:00:00.000Z,EXPENSE,6.9,Breakfast,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-18-gift-lavi,2026-05-18T00:00:00.000Z,EXPENSE,132.0,Gift Lavi,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-lavinia,,,
tx-2026-05-18-lunch,2026-05-18T00:00:00.000Z,EXPENSE,37.8,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-05-18-parking,2026-05-18T00:00:00.000Z,EXPENSE,1.0,Parking,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carexpenses,,,
tx-2026-05-19-toogoodtogo,2026-05-19T00:00:00.000Z,EXPENSE,4.99,TooGoodToGo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-05-19-trenitalia,2026-05-19T00:00:00.000Z,EXPENSE,2.8,Trenitalia,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-train,,,
tx-2026-05-20-foligain,2026-05-20T00:00:00.000Z,EXPENSE,54.3,Foligain,TODO: remove if/when paid,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-health-medicines,,,
tx-2026-05-21-carrefour,2026-05-21T00:00:00.000Z,EXPENSE,1.53,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-21-glovo,2026-05-21T00:00:00.000Z,EXPENSE,13.2,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-05-22-deliveroo,2026-05-22T00:00:00.000Z,EXPENSE,11.27,Deliveroo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-05-23-carrefour,2026-05-23T00:00:00.000Z,EXPENSE,26.99,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-23-general-furniture,2026-05-23T00:00:00.000Z,EXPENSE,9.0,General Furniture,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-furniture,,,
tx-2026-05-24-carrefour,2026-05-24T00:00:00.000Z,EXPENSE,4.69,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-05-24-glovo,2026-05-24T00:00:00.000Z,EXPENSE,11.3,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-05-24-ikea,2026-05-24T00:00:00.000Z,EXPENSE,32.4,Ikea,TODO: remove if/when paid,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-furniture,,,
tx-2026-05-26-dinner,2026-05-26T00:00:00.000Z,EXPENSE,15.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
